gene,composite_rank,decile,stratum,batch_no
SOX4,8542.5,2,2,8
COG8,7492.5,2,2,8
SCLY,7737.5,2,2,8
RASA4B,7880.5,2,2,8
TXNRD2,9155.5,2,2,8
POTEI,9442.5,2,2,8
DEFB105B,7987.5,2,2,8
PASD1,8150.5,2,2,8
SPATA19,8520.5,2,2,8
C17orf70,7494.5,2,2,8
TAF9,9200.5,2,2,8
BOD1L1,7597.5,2,2,8
GNG3,8412.5,2,2,8
DPF3,8560.5,2,2,8
DMRT1,9356.0,2,2,8
EMC1,8938.5,2,2,8
PILRA,8957.5,2,2,8
TIAM2,9145.5,2,2,8
TTLL11,7829.5,2,2,8
ALDH18A1,8973.5,2,2,8
AGPAT9,7360.5,2,2,8
SLC3A2,8117.5,2,2,8
ADRA2C,7829.5,2,2,8
PLA2G2A,8192.5,2,2,9
ATP1B1,7267.5,2,2,9
KRT8,8200.5,2,2,9
CRISPLD2,8100.5,2,2,9
USP21,7870.5,2,2,9
EXOSC4,9108.5,2,2,9
HOXA3,9279.5,2,2,9
PPP1R21,8099.5,2,2,9
PDGFRA,8857.5,2,2,9
PIBF1,7786.5,2,2,9
LIN9,8016.5,2,2,9
ITFG2,8088.5,2,2,9
TRMT112,7427.5,2,2,9
CDK1,8715.0,2,2,9
RERE,9143.5,2,2,9
INO80D,7734.5,2,2,9
C7orf34,8021.5,2,2,9
SLC43A1,8316.5,2,2,9
KRTAP10-8,8333.5,2,2,9
PARD6G,9352.5,2,2,9
IL18RAP,7457.5,2,2,9
HTT,8335.5,2,2,9
SYF2,6945.5,2,2,9
JUNB,7558.5,2,2,9
SNRPC,7807.5,2,2,9
SLC17A3,9062.5,2,2,9
CCNT2,8394.5,2,2,9
RBM25,7400.5,2,2,9
HPN,7735.5,2,2,9
C17orf89,8995.5,2,2,9
E2F3,7901.5,2,2,9
MPP3,7802.5,2,2,9
TBXA2R,7197.5,2,2,9
NUPL1,8888.5,2,2,9
IFNG,8701.5,2,2,9
YIPF2,6944.5,2,2,9
KPNA5,8092.5,2,2,9
RLN1,7258.5,2,2,9
GAPT,9019.5,2,2,9
ALG12,8997.5,2,2,9
THYN1,6871.5,2,2,9
WDR66,8145.5,2,2,9
RPS6KA3,7256.5,2,2,9
ADCK3,7853.5,2,2,9
EPHA7,8238.5,2,2,9
SPPL2B,7850.5,2,2,9
NUS1,7378.5,2,2,9
NHLRC2,7599.5,2,2,9
HMOX1,7466.5,2,2,9
EBNA1BP2,7990.5,2,2,9
TBKBP1,9007.5,2,2,9
SEC61B,7741.5,2,2,9
ZFX,9015.5,2,2,9
TMED2,7180.5,2,2,9
GJA4,8730.5,2,2,9
PDCL,8689.5,2,2,9
GAGE1,8801.5,2,2,9
CCR1,9088.5,2,2,9
FBXO41,8445.5,2,2,9
SNRPD1,8829.5,2,2,9
RTN1,9250.5,2,2,10
TRIP6,9129.5,2,2,10
TNNC1,8717.5,2,2,10
DGCR8,7382.5,2,2,10
NACC2,9370.5,2,2,10
MFN2,8386.5,2,2,10
PPID,7615.5,2,2,10
FIBP,8416.5,2,2,10
C11orf57,8232.5,2,2,10
TSC22D2,9177.5,2,2,10
PIP4K2A,8653.5,2,2,10
SC5D,8685.0,2,2,10
RGPD1,7228.5,2,2,10
CPSF4,7388.5,2,2,10
FAM122A,8207.5,2,2,10
NCF1,6802.5,2,2,10
KIAA0101,7764.5,2,2,10
GPHB5,7464.5,2,2,10
PRR23D2,8463.5,2,2,10
MAGEF1,8095.5,2,2,10
ZIM2,9262.5,2,2,10
PNRC1,8020.5,2,2,10
KRTAP13-4,9139.5,2,2,10
GPR15,8019.5,2,2,10
SDC2,8582.5,2,2,10
TULP1,8396.5,2,2,10
DHX9,7608.5,2,2,10
MAGED2,6925.5,2,2,10
FGF11,8205.5,2,2,10
PAF1,8227.5,2,2,10
PHF23,8142.5,2,2,10
OR4A15,9328.0,2,2,10
JARID2,8190.5,2,2,10
ADORA2B,8673.5,2,2,10
UBAP2,7766.5,2,2,10
MED13L,9380.5,2,2,10
SSX4,8574.5,2,2,10
PROSER1,9186.5,2,2,10
ZNF750,9223.5,2,2,10
C7,8976.5,2,2,10
KPNA6,8528.5,2,2,10
CDK6,7758.5,2,2,10
SLITRK1,7725.5,2,2,10
NSUN2,8887.5,2,2,10
AGTRAP,8816.5,2,2,10
BEAN1,7640.5,2,2,10
PRAMEF11,8062.5,2,2,10
KCNH2,7924.5,2,2,10
CSDE1,9219.5,2,2,10
C6orf47,9400.5,2,2,10
JAGN1,7099.5,2,2,10
ATF1,8901.5,2,2,10
ILK,8747.5,2,2,10
GBX1,8638.5,2,2,10
NAA30,7521.5,2,2,10
USP17L25,8097.5,2,2,10
CFDP1,9395.5,2,2,10
KIAA1024,8140.5,2,2,10
LGALS9C,7330.5,2,2,10
KLHL26,7273.5,2,2,10
NPHP3,10507.5,3,3,1
PNPLA2,10956.5,3,3,1
TMTC3,11227.5,3,3,1
ZMYM3,11288.5,3,3,1
MADD,10834.5,3,3,1
KIAA1107,10162.0,3,3,1
YPEL3,9506.5,3,3,1
CAMLG,10799.5,3,3,1
C3orf70,9789.0,3,3,1
EZH2,10909.5,3,3,1
SUSD4,10602.5,3,3,1
GUCY2F,9839.5,3,3,1
NR2C1,9640.5,3,3,1
STOML1,9707.5,3,3,1
DNLZ,10442.5,3,3,1
FBL,10463.5,3,3,1
HGH1,9952.5,3,3,1
RPS6,9624.5,3,3,1
ATP6V1A,11048.5,3,3,1
FAM117A,11140.5,3,3,1
EIF2S2,10053.5,3,3,1
KRTAP9-4,11332.5,3,3,1
LCP1,9644.0,3,3,1
DCAF12,10164.5,3,3,1
NPDC1,9687.5,3,3,1
E2F8,11230.5,3,3,1
PDCD6,9924.5,3,3,1
CFAP20,9929.5,3,3,1
RPS15,10578.5,3,3,1
ACRV1,11366.5,3,3,1
AK6,9847.5,3,3,1
APBA2,10435.5,3,3,1
RBM28,10189.5,3,3,1
ZNF827,10130.5,3,3,1
NRIP1,10584.5,3,3,1
TDO2,10884.5,3,3,1
ZNF561,9641.5,3,3,1
AMHR2,9548.5,3,3,1
KIR2DS4,9448.5,3,3,1
NTF4,9446.5,3,3,1
SPATA25,10998.5,3,3,1
EPHB4,10470.5,3,3,1
MBIP,10729.5,3,3,1
HNRNPA3,10791.5,3,3,1
HSD17B14,9466.5,3,3,1
C1orf116,10214.5,3,3,1
INHBE,10089.5,3,3,1
PRPF19,11066.5,3,3,1
RNASEH2B,10761.5,3,3,1
CCDC17,10090.5,3,3,1
PPP2R4,10419.5,3,3,1
LYPLAL1,10390.5,3,3,1
VPS16,10338.5,3,3,1
STXBP4,10857.5,3,3,1
EGFLAM,9568.5,3,3,1
GNPAT,10551.5,3,3,1
KRTAP2-4,11223.5,3,3,1
HOXC10,10926.5,3,3,1
PRAMEF17,11341.5,3,3,1
PIWIL2,10941.5,3,3,1
ERN2,10768.5,3,3,2
TADA2B,9526.5,3,3,2
TUBGCP2,9690.5,3,3,2
ERI1,9838.5,3,3,2
CYB5R2,10808.5,3,3,2
ID4,10291.5,3,3,2
COMMD7,10508.0,3,3,2
TMEM41B,10799.5,3,3,2
WNT10A,10995.5,3,3,2
VARS,11191.5,3,3,2
TEFM,11395.5,3,3,2
RABGAP1L,11351.5,3,3,2
METTL8,9946.5,3,3,2
PDLIM4,10786.5,3,3,2
ZNF705G,9672.5,3,3,2
KCNIP1,11206.5,3,3,2
HSD17B10,10219.5,3,3,2
WDR61,10354.5,3,3,2
TMEM33,10207.5,3,3,2
MAP4K3,9768.5,3,3,2
UNCX,9948.5,3,3,2
BRAT1,9627.5,3,3,2
ATRNL1,9716.5,3,3,2
PFAS,10035.5,3,3,2
SRC,10466.5,3,3,2
MAS1,11316.5,3,3,2
RMDN1,10211.5,3,3,2
RSPO2,10426.5,3,3,2
KLRC3,9604.5,3,3,2
EEF1A2,11247.5,3,3,2
CHAMP1,11334.5,3,3,2
FAM86B1,10142.5,3,3,2
FGFBP3,11399.5,3,3,2
FUT8,9531.5,3,3,2
SMC6,10581.5,3,3,2
ADNP2,10970.5,3,3,2
C1QTNF4,10553.5,3,3,2
DYNC2LI1,10520.5,3,3,2
CHRNA1,9784.5,3,3,2
DAZAP2,10608.5,3,3,2
SOCS5,10143.0,3,3,2
GPER1,10171.5,3,3,2
PEX14,10730.5,3,3,2
REL,11005.5,3,3,2
FREM3,10738.5,3,3,2
TAL2,10057.5,3,3,2
SSX2IP,10758.5,3,3,2
GAGE12J,10827.5,3,3,2
REG3G,10086.5,3,3,2
POLR1A,11028.5,3,3,2
PXDNL,10985.5,3,3,2
MUC7,9673.5,3,3,2
VPS18,9519.5,3,3,2
CCDC172,11213.5,3,3,2
MARVELD3,9670.5,3,3,2
CCL3,10833.5,3,3,2
DGCR2,10593.5,3,3,2
SERPINC1,9496.5,3,3,2
SHH,11258.5,3,3,2
TM9SF3,9489.5,3,3,2
P4HA1,11067.5,3,3,3
MRPL22,10283.0,3,3,3
MSH4,10006.0,3,3,3
NDUFS3,10488.5,3,3,3
TOMM40,10803.5,3,3,3
PER2,10241.5,3,3,3
METTL4,9761.5,3,3,3
CWH43,10381.0,3,3,3
RFPL4A,10103.5,3,3,3
KHDRBS1,9877.5,3,3,3
OR10H1,10251.5,3,3,3
DNAL4,9690.5,3,3,3
GNG5,9510.5,3,3,3
PCSK7,10467.5,3,3,3
ZEB1,9965.5,3,3,3
STAM,9968.5,3,3,3
LDLRAD1,10908.5,3,3,3
ATP8B4,11298.5,3,3,3
IFNA10,11358.5,3,3,3
PPP1R18,10067.5,3,3,3
ZNF667,11371.5,3,3,3
ZNF574,11359.5,3,3,3
NAA38,10964.5,3,3,3
USP24,10771.0,3,3,3
TMC8,9738.5,3,3,3
ASTN2,11174.5,3,3,3
FAM183A,9670.5,3,3,3
COG2,10691.5,3,3,3
SYNJ1,10025.5,3,3,3
DRG1,9731.5,3,3,3
FANCF,10645.5,3,3,3
KRTAP5-8,9965.5,3,3,3
CCL5,9986.5,3,3,3
FRMD4B,9933.5,3,3,3
SLC10A2,10246.5,3,3,3
CHAF1A,11337.5,3,3,3
C7orf65,11359.5,3,3,3
PQLC1,9660.5,3,3,3
KRTAP21-3,9541.5,3,3,3
APOM,10324.5,3,3,3
C20orf96,10263.5,3,3,3
TIMM9,10424.5,3,3,3
MED16,9505.5,3,3,3
DPH5,9888.0,3,3,3
KMT2C,9780.5,3,3,3
TMEM261,10160.5,3,3,3
FDFT1,10486.5,3,3,3
MANBA,10212.5,3,3,3
RPL8,10348.5,3,3,3
ZCCHC14,9649.5,3,3,3
C9orf117,9661.5,3,3,3
MRPL43,10101.5,3,3,3
LRRK2,11109.5,3,3,3
TRPM1,10655.5,3,3,3
VPS13B,10227.5,3,3,3
PSMC6,9963.5,3,3,3
LMOD2,10416.5,3,3,3
HMGCS2,10906.5,3,3,3
NHP2L1,10343.5,3,3,3
SFRP5,10580.5,3,3,3
MYL10,9909.5,3,3,4
IL2RG,9611.5,3,3,4
RGS4,10563.5,3,3,4
HIST1H2BL,10318.5,3,3,4
PIF1,10370.5,3,3,4
FAM169B,11315.5,3,3,4
ARGFX,11096.5,3,3,4
TOX4,11244.5,3,3,4
BCL11A,9608.5,3,3,4
MORC3,11252.5,3,3,4
PRKAR2B,10511.5,3,3,4
IGHMBP2,9513.5,3,3,4
EIF4B,10656.5,3,3,4
CCDC122,10478.5,3,3,4
CIRH1A,9673.5,3,3,4
UBN1,9889.0,3,3,4
LRRC70,10475.5,3,3,4
SLC5A2,10176.5,3,3,4
FYCO1,11300.5,3,3,4
ATXN1L,9501.5,3,3,4
FAM177B,10980.5,3,3,4
PID1,10339.0,3,3,4
TCP1,10276.5,3,3,4
STAT2,9521.5,3,3,4
TMEM232,10680.5,3,3,4
ZNF548,10612.5,3,3,4
OR2T6,10660.0,3,3,4
FAM159A,11283.5,3,3,4
TMEM237,11323.5,3,3,4
OR11L1,9724.5,3,3,4
PCSK1N,10488.5,3,3,4
NFYA,10728.5,3,3,4
SACS,11264.5,3,3,4
OR2T33,10875.5,3,3,4
TFDP1,11067.5,3,3,4
TBC1D14,9557.0,3,3,4
SCN5A,10725.5,3,3,4
COIL,10823.5,3,3,4
TGFBRAP1,9504.5,3,3,4
C16orf78,10884.5,3,3,4
IL4I1,11040.5,3,3,4
URAD,10663.5,3,3,4
ZNF792,10365.0,3,3,4
BCAS2,9531.5,3,3,4
TYMSOS,11252.5,3,3,4
TMEM106C,10119.5,3,3,4
SRBD1,10762.5,3,3,4
RLF,9736.5,3,3,4
CWC27,11375.5,3,3,4
OR2A2,9499.5,3,3,4
ANXA5,9659.5,3,3,4
FCRL3,10098.5,3,3,4
IL34,10865.5,3,3,4
SMIM20,11136.5,3,3,4
EIF2B3,10536.5,3,3,4
MIR1-1HG,10592.5,3,3,4
MED1,10618.5,3,3,4
LRRC10,10712.0,3,3,4
SEC24A,9654.5,3,3,4
ISG20,10486.5,3,3,4
CABP1,10535.5,3,3,5
B9D1,9705.5,3,3,5
HIST1H3A,9662.5,3,3,5
PFKFB1,9906.5,3,3,5
TMED3,10146.5,3,3,5
FAT2,10252.5,3,3,5
ZNF775,9656.5,3,3,5
ANKFY1,9567.5,3,3,5
SYT2,10908.5,3,3,5
MAPK1IP1L,10334.5,3,3,5
NPTX2,9981.5,3,3,5
OR11A1,10884.5,3,3,5
UBAP2L,10446.5,3,3,5
TLR3,9923.5,3,3,5
EP400,11173.5,3,3,5
VAPB,9740.5,3,3,5
SH3GL3,11337.5,3,3,5
CFHR1,10924.5,3,3,5
ASUN,9565.5,3,3,5
BMP7,9626.5,3,3,5
BECN1,11163.0,3,3,5
MRPS2,10482.5,3,3,5
HTR3B,10584.5,3,3,5
BANF1,9631.5,3,3,5
ABCB6,10013.5,3,3,5
LILRA2,11314.5,3,3,5
GRIP2,10542.5,3,3,5
SNCB,11017.5,3,3,5
CCDC65,9868.5,3,3,5
IFFO2,10412.5,3,3,5
TGFB1I1,10836.5,3,3,5
XBP1,9618.5,3,3,5
NLGN3,10528.5,3,3,5
GAS2L1,10184.0,3,3,5
ARMT1,11048.5,3,3,5
TTYH1,9639.5,3,3,5
LSM8,10637.5,3,3,5
UBR5,11308.5,3,3,5
MUM1,10953.5,3,3,5
EDNRB,9825.5,3,3,5
SPG20,10550.5,3,3,5
PDXK,11206.5,3,3,5
ZFYVE19,9752.5,3,3,5
TGFBR3L,10725.5,3,3,5
SLC25A24,10599.5,3,3,5
RPL9,11114.5,3,3,5
CRAMP1L,9932.5,3,3,5
C6orf106,11308.5,3,3,5
SLC35B3,9670.0,3,3,5
NOSTRIN,11357.5,3,3,5
OTOP1,9839.5,3,3,5
OR4F21,10089.5,3,3,5
BRCA1,10284.5,3,3,5
SMAP1,11260.5,3,3,5
NCSTN,11311.5,3,3,5
SEMA5B,11044.5,3,3,5
DDC,10168.5,3,3,5
PWP1,9688.5,3,3,5
TMEM200C,9959.5,3,3,5
CLEC4C,10311.5,3,3,5
ADAMTS1,10226.5,3,3,6
SMUG1,9665.0,3,3,6
RPGRIP1L,9701.5,3,3,6
APH1B,11272.5,3,3,6
CENPM,9740.5,3,3,6
SGSM3,10134.5,3,3,6
MAFF,10382.5,3,3,6
SPARCL1,9773.0,3,3,6
LDB1,10888.5,3,3,6
NRK,9978.5,3,3,6
C7orf71,11294.5,3,3,6
PSAT1,9673.5,3,3,6
OR5AP2,10440.5,3,3,6
NPHP1,9856.5,3,3,6
RTCB,9500.5,3,3,6
NUP35,9804.5,3,3,6
EXD2,10031.5,3,3,6
MAP3K7CL,11358.5,3,3,6
PAPOLB,10382.5,3,3,6
PGPEP1L,10713.5,3,3,6
DDX42,10977.5,3,3,6
CEBPZ,10820.5,3,3,6
NSDHL,10124.5,3,3,6
RIPK3,10056.5,3,3,6
GNG8,11092.5,3,3,6
GATA1,10074.5,3,3,6
ATP6V1G3,9477.0,3,3,6
SLC13A4,11185.5,3,3,6
LHB,10636.0,3,3,6
ACSM1,11041.5,3,3,6
SLC22A1,11361.5,3,3,6
RELA,10402.5,3,3,6
C9orf92,10441.5,3,3,6
RANBP2,9813.5,3,3,6
RPP25,10413.5,3,3,6
KDELR1,10054.5,3,3,6
KIF21A,10561.5,3,3,6
LOH12CR1,10629.5,3,3,6
YEATS2,9511.5,3,3,6
B3GNT6,10979.5,3,3,6
AQP1,10125.5,3,3,6
EPPK1,10577.0,3,3,6
ALKBH4,11065.5,3,3,6
PITX2,9669.5,3,3,6
C2CD3,11234.5,3,3,6
CXCL17,9942.0,3,3,6
TH,11161.5,3,3,6
SLCO1B7,11014.0,3,3,6
TBATA,10225.5,3,3,6
ACP2,9765.0,3,3,6
MRPL50,9457.5,3,3,6
WDR5,10187.5,3,3,6
KLC2,10394.5,3,3,6
DNTT,10390.5,3,3,6
SPTSSB,10995.5,3,3,6
DDAH2,10549.5,3,3,6
ITGA11,10801.5,3,3,6
SEC24C,11098.5,3,3,6
SLC27A1,9456.5,3,3,6
RASSF3,11373.5,3,3,6
SIRPG,11268.5,3,3,7
SLC50A1,10561.5,3,3,7
FOLR1,9975.5,3,3,7
ZC3HC1,9791.5,3,3,7
DNASE2,10940.5,3,3,7
RALGAPA1,9846.5,3,3,7
MCM4,11144.5,3,3,7
CTDP1,11093.5,3,3,7
C1orf27,10952.5,3,3,7
TRAM1,11389.5,3,3,7
SMIM1,10362.5,3,3,7
EEF1B2,10295.5,3,3,7
PPIP5K1,10504.5,3,3,7
CEP104,9556.5,3,3,7
SRRM4,9808.5,3,3,7
ZNF709,10110.5,3,3,7
GPR88,9937.5,3,3,7
DNMT3L,10615.5,3,3,7
CYHR1,11215.5,3,3,7
GOLGA4,9740.5,3,3,7
EDEM1,10472.5,3,3,7
TELO2,10340.5,3,3,7
ZNF549,9870.5,3,3,7
GPX5,10180.5,3,3,7
C1GALT1,9944.5,3,3,7
BTD,10490.5,3,3,7
PDS5A,11077.5,3,3,7
SIGLEC7,10917.5,3,3,7
GAL3ST1,10620.0,3,3,7
ETFDH,11282.0,3,3,7
COL4A4,10189.5,3,3,7
SNRNP200,10330.5,3,3,7
SOCS2,11058.5,3,3,7
SPCS1,10921.5,3,3,7
ZNF45,11243.5,3,3,7
ARF6,10033.0,3,3,7
TYMS,10401.5,3,3,7
TPRKB,11393.5,3,3,7
ZBTB4,10595.5,3,3,7
C4BPA,9867.0,3,3,7
AKIRIN1,11373.5,3,3,7
DSPP,10447.5,3,3,7
WDR34,10283.5,3,3,7
HOMER2,9817.5,3,3,7
ACVR1C,10003.5,3,3,7
ZNF683,10159.5,3,3,7
DCAF13,10809.5,3,3,7
DIAPH3,10224.5,3,3,7
TBC1D10B,11276.5,3,3,7
GNL2,10954.5,3,3,7
OR6S1,10003.5,3,3,7
SLC22A23,9712.5,3,3,7
TSEN54,10561.5,3,3,7
SLC39A5,10261.5,3,3,7
DEK,10833.5,3,3,7
ADAL,9819.5,3,3,7
FAM171A2,10058.5,3,3,7
ACSL1,10660.5,3,3,7
KCNQ5,10913.5,3,3,7
CNOT4,10247.5,3,3,7
2023-09-15 00:00:00,9662.5,3,3,8
NHSL2,10692.5,3,3,8
FES,10543.5,3,3,8
LENG1,10178.5,3,3,8
IP6K1,11020.5,3,3,8
PKNOX1,10790.0,3,3,8
MORC2,10747.0,3,3,8
GIPC3,10042.5,3,3,8
PCED1A,11054.5,3,3,8
OR6C65,11239.5,3,3,8
ETHE1,11061.5,3,3,8
HIST2H4B,11250.5,3,3,8
ATF6B,9475.5,3,3,8
KIAA1598,10980.5,3,3,8
IGSF9,10081.5,3,3,8
HSBP1,10567.5,3,3,8
AKR1C1,9536.5,3,3,8
BLMH,10507.5,3,3,8
TTC4,10923.5,3,3,8
ORC5,11194.5,3,3,8
CALML4,10507.5,3,3,8
TRIM55,9672.5,3,3,8
ADGRG3,10420.0,3,3,8
RD3,9768.5,3,3,8
C4orf48,10844.5,3,3,8
SYS1,9469.5,3,3,8
LZTFL1,11228.5,3,3,8
POLR2H,9520.0,3,3,8
SRSF4,10896.5,3,3,8
APOBEC3A,10677.5,3,3,8
ADAP2,9623.5,3,3,8
SNIP1,10537.5,3,3,8
MORN5,10553.5,3,3,8
CORO7-PAM16,10597.5,3,3,8
RUSC1,10453.5,3,3,8
SPIN1,10102.5,3,3,8
IZUMO1R,10244.5,3,3,8
KLK11,10714.5,3,3,8
COX7A2,11125.5,3,3,8
ZNF169,9892.5,3,3,8
RLIM,9701.5,3,3,8
AVEN,10695.5,3,3,8
MAPKAP1,9592.5,3,3,8
HIST1H1C,9725.5,3,3,8
USP17L30,10746.5,3,3,8
ADAMDEC1,10314.0,3,3,8
INTS3,9599.5,3,3,8
FKBP1A,11352.5,3,3,8
CCM2,10624.5,3,3,8
HCLS1,9512.5,3,3,8
LIN37,11368.5,3,3,8
DDX59,9642.5,3,3,8
ATP5J,9643.5,3,3,8
CP,10578.5,3,3,8
FBXL13,9583.5,3,3,8
ZSCAN21,9444.5,3,3,8
UCP1,10158.5,3,3,8
SYNPO2,9969.5,3,3,8
TMEM65,10422.5,3,3,8
CT47A12,11005.5,3,3,8
FAM60A,9502.0,3,3,9
COX6B2,10574.5,3,3,9
RIMS4,10629.5,3,3,9
FZD10,10667.5,3,3,9
RBM46,10549.0,3,3,9
ZNF597,9484.0,3,3,9
CHSY3,11007.5,3,3,9
CCER1,9691.5,3,3,9
OR4D10,11284.0,3,3,9
OR4N4,9883.5,3,3,9
PRDX3,11047.5,3,3,9
CDH7,10415.5,3,3,9
NPAP1,9534.5,3,3,9
POLE3,9851.5,3,3,9
SELM,10567.5,3,3,9
PCED1B,10921.5,3,3,9
TUBB4B,10984.5,3,3,9
TAS2R43,10733.5,3,3,9
FRAS1,11005.5,3,3,9
TIA1,11294.5,3,3,9
OCM2,10029.5,3,3,9
ZNF772,10295.5,3,3,9
CHRNB1,11152.5,3,3,9
TEX43,10997.5,3,3,9
FIP1L1,10240.0,3,3,9
ZNF783,10360.5,3,3,9
PSMD8,10079.5,3,3,9
GID8,9893.5,3,3,9
FAM21A,10503.5,3,3,9
NT5DC2,11138.5,3,3,9
POSTN,10789.5,3,3,9
LAT,9683.5,3,3,9
IBTK,10912.5,3,3,9
TUFM,9682.5,3,3,9
AFG3L2,10155.5,3,3,9
ZNF664,11040.5,3,3,9
MYBPHL,9989.5,3,3,9
RGPD2,10996.5,3,3,9
PLD3,9977.5,3,3,9
SIL1,11374.5,3,3,9
PRKAA1,11280.5,3,3,9
ZNF736,10255.5,3,3,9
INPP1,9561.5,3,3,9
LRRTM3,11188.5,3,3,9
NCAPH2,11235.5,3,3,9
HCAR2,10049.5,3,3,9
ZBTB38,10419.0,3,3,9
ZACN,10431.5,3,3,9
NUP85,10576.5,3,3,9
DCP2,10970.5,3,3,9
SLC51B,10451.5,3,3,9
SLK,10069.5,3,3,9
SUPT16H,10405.5,3,3,9
LSM7,10276.5,3,3,9
IGDCC4,9874.5,3,3,9
CACYBP,11325.5,3,3,9
HDGFRP2,10950.5,3,3,9
NSUN7,10973.5,3,3,9
ADGRL3,11268.5,3,3,9
IDH1,9605.5,3,3,9
FAM169A,11220.5,3,3,10
ARHGAP30,10536.5,3,3,10
PCDHGB6,10570.5,3,3,10
TEX261,11318.5,3,3,10
LYG1,9744.5,3,3,10
MMS22L,10595.5,3,3,10
VPS51,10378.5,3,3,10
TAF11,10384.5,3,3,10
SDK2,9591.5,3,3,10
ZFHX4,10782.5,3,3,10
TERF1,11191.5,3,3,10
TPSAB1,11085.5,3,3,10
C15orf43,10953.5,3,3,10
DPH6,9616.5,3,3,10
CCDC113,9890.5,3,3,10
NHLH2,10457.5,3,3,10
EIF2B4,9481.5,3,3,10
MED18,9453.5,3,3,10
NDUFA4,9588.5,3,3,10
GNAZ,10774.5,3,3,10
LEPROT,9706.5,3,3,10
CALU,9952.5,3,3,10
IKZF1,10491.0,3,3,10
CLN6,9546.5,3,3,10
TWISTNB,11039.5,3,3,10
SERPINB8,10258.5,3,3,10
MFSD7,10335.5,3,3,10
PITX3,9538.5,3,3,10
TCP11,9550.5,3,3,10
KRT72,9518.5,3,3,10
KIF2B,9494.5,3,3,10
LRRC52,11153.5,3,3,10
SELV,11396.5,3,3,10
PDK3,10935.5,3,3,10
EIF3H,10904.5,3,3,10
CD164L2,9694.5,3,3,10
SMO,11286.5,3,3,10
ST3GAL3,10729.5,3,3,10
LONP2,9891.5,3,3,10
NLRC3,10104.5,3,3,10
METTL11B,10137.5,3,3,10
APOOL,11301.5,3,3,10
TRIM27,9966.5,3,3,10
HIST2H2AA3,9950.5,3,3,10
WDR70,10841.5,3,3,10
TMEM217,11045.5,3,3,10
MMD,9989.5,3,3,10
ARMCX6,10271.5,3,3,10
IARS,10114.5,3,3,10
HIF1A,11069.5,3,3,10
UBA2,10142.5,3,3,10
ICOS,10361.5,3,3,10
NDST4,11153.5,3,3,10
YTHDF3,10344.5,3,3,10
CHRDL2,11046.5,3,3,10
CAD,10400.5,3,3,10
GEMIN8,9527.5,3,3,10
TRAF1,9847.5,3,3,10
SEC61G,10164.5,3,3,10
C4orf22,10615.0,3,3,10
RASGEF1B,11545.5,4,4,1
WNT3A,13105.5,4,4,1
LACTB2,12650.5,4,4,1
ABCA5,12506.5,4,4,1
OTOR,11909.5,4,4,1
PROKR2,11965.5,4,4,1
GLRX3,12546.5,4,4,1
MRPS5,11834.5,4,4,1
C1orf68,12777.5,4,4,1
CFB,13039.5,4,4,1
ANGPTL4,12557.5,4,4,1
OR5B2,12534.5,4,4,1
CMTM1,13002.5,4,4,1
BEND3,12474.5,4,4,1
C1S,13278.5,4,4,1
PCYT2,12422.5,4,4,1
ATP5D,13052.5,4,4,1
ASCC2,11593.5,4,4,1
SPINK6,12570.5,4,4,1
MGAT4D,13181.5,4,4,1
UNKL,12162.5,4,4,1
RASSF4,11738.5,4,4,1
ZFP42,12794.5,4,4,1
CNGA1,11690.5,4,4,1
IRF2BP2,13206.5,4,4,1
C19orf81,12491.5,4,4,1
GFRA4,13068.5,4,4,1
IQCC,12812.5,4,4,1
KIR2DL3,12417.5,4,4,1
USP15,12990.5,4,4,1
SLC25A27,12399.5,4,4,1
GTF2I,11742.5,4,4,1
ISG15,11645.5,4,4,1
FAM9C,13178.5,4,4,1
NAIF1,13053.5,4,4,1
KLK3,12756.5,4,4,1
GTDC1,12846.5,4,4,1
SPATA31A3,12140.5,4,4,1
HARBI1,12721.5,4,4,1
PTPN21,12779.5,4,4,1
PBK,12604.5,4,4,1
MMEL1,13310.5,4,4,1
NGFR,11887.5,4,4,1
TARS,13084.5,4,4,1
KLHL31,11838.5,4,4,1
TACO1,11589.5,4,4,1
ULK3,12561.5,4,4,1
MUC5B,13195.5,4,4,1
TXNL1,12141.5,4,4,1
PAGE1,13281.5,4,4,1
ZNF251,11685.5,4,4,1
ADAMTS8,11776.5,4,4,1
GAGE12C,11925.5,4,4,1
RARA,11420.5,4,4,1
MINOS1,12763.5,4,4,1
UPB1,13062.5,4,4,1
KCNIP4,12346.5,4,4,1
C9orf9,12529.5,4,4,1
GPLD1,12572.5,4,4,1
NOC3L,12743.5,4,4,1
DCTD,12443.5,4,4,2
OPN1LW,12479.5,4,4,2
SLC35G6,11434.5,4,4,2
SPHK2,11411.5,4,4,2
CDK11A,11534.5,4,4,2
PCDHGB1,11602.5,4,4,2
RRAGD,12917.5,4,4,2
ENPP1,12005.5,4,4,2
PPIAL4G,11753.5,4,4,2
PPP1R9A,11663.5,4,4,2
OCSTAMP,11833.5,4,4,2
EPB41,12966.5,4,4,2
C1QTNF9B,12007.5,4,4,2
FBXO10,11526.5,4,4,2
PCYT1A,13323.5,4,4,2
HAO2,12392.5,4,4,2
CTF1,13120.5,4,4,2
ZNF202,11605.5,4,4,2
SAMSN1,13005.5,4,4,2
CCDC182,11811.5,4,4,2
